timestamp,latitude,longitude
2025-06-01 09:05:26,40.2281737,28.4514294
2025-06-01 09:06:38,40.2238671,28.4553684
2025-06-01 09:06:47,40.223674,28.4553979
2025-06-01 09:07:15,40.2265498,28.4585284
2025-06-01 09:07:45,40.2292644,28.4629337
2025-06-01 09:08:17,40.2313803,28.4686793
2025-06-01 09:08:46,40.2323298,28.4741587
2025-06-01 09:08:55,40.2324317,28.4758766
2025-06-01 09:09:02,40.2324547,28.4771816
2025-06-01 09:10:05,40.2321536,28.4893832
2025-06-01 09:10:14,40.2321243,28.4911638
2025-06-01 09:10:22,40.2320974,28.4928042
2025-06-01 09:11:26,40.231791,28.5051129
2025-06-01 09:11:53,40.2316422,28.5104717
2025-06-01 09:13:33,40.2279364,28.5291068
2025-06-01 09:13:54,40.2267797,28.5330318
2025-06-01 09:15:10,40.2226945,28.54668
2025-06-01 09:15:33,40.221443,28.5508608
2025-06-01 09:17:01,40.2166782,28.5668314
2025-06-01 09:17:10,40.2161725,28.5685264
2025-06-01 09:17:18,40.215742,28.5699712
2025-06-01 09:18:50,40.2107908,28.5866083
2025-06-01 09:18:59,40.2103134,28.5882122
2025-06-01 09:19:07,40.2098743,28.5896877
2025-06-01 09:20:34,40.2099978,28.6064665
2025-06-01 09:21:33,40.2130436,28.617237
2025-06-01 09:22:04,40.2146687,28.6229877
2025-06-01 09:22:30,40.2154978,28.6258855
2025-06-01 09:27:15,40.2127691,28.6812484
2025-06-01 09:27:49,40.2125831,28.6878524
2025-06-01 09:29:07,40.2133736,28.7028916
2025-06-01 09:29:49,40.2138238,28.711031
2025-06-01 09:29:57,40.2139077,28.7125994
2025-06-01 09:32:56,40.2149606,28.7472703
2025-06-01 09:33:47,40.2173909,28.7567349
2025-06-01 09:35:50,40.2238522,28.7790695
2025-06-01 09:36:34,40.2214605,28.7829332
2025-06-01 09:38:19,40.2399453,28.7835183
2025-06-01 09:39:44,40.2513418,28.7959759
2025-06-01 09:43:13,40.2600202,28.8422199
2025-06-01 09:44:00,40.2617542,28.8529162
2025-06-01 09:47:44,40.2647044,28.9037815
2025-06-01 09:48:36,40.2629936,28.9156642
2025-06-01 09:50:37,40.262301,28.9431648
2025-06-01 09:51:05,40.2641646,28.9490025
2025-06-01 09:56:30,40.2893209,29.015788
2025-06-01 09:58:10,40.2932941,29.0379849
2025-06-01 10:11:46,40.4112608,29.1434715
2025-06-01 10:12:23,40.4179415,29.1519809
2025-06-01 10:16:24,40.4296411,29.2292345
2025-06-01 10:17:12,40.4357466,29.2428448
2025-06-01 10:23:32,40.4992553,29.3352284
2025-06-01 10:24:18,40.5023005,29.3416214
2025-06-01 10:24:50,40.499948,29.3459549
2025-06-01 10:24:53,40.4995995,29.3460709
2025-06-01 10:24:54,40.4994934,29.3461584
2025-06-01 10:25:08,40.5005296,29.3499107
2025-06-01 10:25:57,40.5022397,29.3609838
2025-06-01 10:26:16,40.5024245,29.3638341
2025-06-01 10:26:52,40.5029112,29.3703472
2025-06-01 10:28:22,40.504195,29.3889952
2025-06-01 10:29:55,40.5055742,29.4086704
2025-06-01 10:32:26,40.5214973,29.4089464
2025-06-01 10:32:35,40.5218898,29.4089373
2025-06-01 10:32:48,40.5221565,29.4095998
2025-06-01 10:32:59,40.5220612,29.4097188
2025-06-01 10:33:07,40.5222183,29.4097906
2025-06-01 10:33:35,40.5221749,29.4116837
2025-06-01 10:33:45,40.5222084,29.4116993
2025-06-01 10:33:55,40.5225612,29.4118044
2025-06-01 10:34:09,40.5230922,29.4122823
2025-06-01 10:34:21,40.5231059,29.4126898
2025-06-01 10:34:50,40.5226492,29.4156506
2025-06-01 10:37:38,40.5271246,29.4386692
2025-06-01 10:42:23,40.550319,29.46684
2025-06-01 10:42:34,40.550428,29.466804
2025-06-01 10:42:46,40.5507213,29.4670709
2025-06-01 10:43:18,40.5533596,29.468691
2025-06-01 10:43:59,40.5548941,29.4732805
2025-06-01 10:46:35,40.5674082,29.4914497
2025-06-01 10:47:36,40.5736386,29.4883733
2025-06-01 10:47:41,40.5737369,29.4884719
2025-06-01 10:58:49,40.5998765,29.5273683
2025-06-01 10:59:21,40.6006828,29.5288791
2025-06-01 11:00:38,40.6008963,29.5345043
2025-06-01 11:00:56,40.6009756,29.5354521
2025-06-01 11:01:32,40.6007414,29.5378273
2025-06-01 11:02:17,40.6027352,29.5389212
2025-06-01 11:03:55,40.6044361,29.5597681
2025-06-01 11:04:25,40.6046265,29.5615938
2025-06-01 11:04:39,40.605046,29.5619372
2025-06-01 11:04:55,40.6053107,29.5622992
2025-06-01 11:05:07,40.6054001,29.5624881
2025-06-01 11:05:31,40.6054044,29.5636457
2025-06-01 11:05:40,40.6055004,29.5641128
2025-06-01 11:05:54,40.6051694,29.5647454
2025-06-01 11:06:05,40.6052238,29.5648717
2025-06-01 11:06:14,40.6053538,29.5651735
2025-06-01 11:06:25,40.6054985,29.5654924
2025-06-01 11:06:36,40.6057938,29.5661157
2025-06-01 11:07:44,40.6048487,29.5756745
2025-06-01 11:08:03,40.6050604,29.5772986
2025-06-01 11:11:05,40.6187993,29.5994505
2025-06-01 11:11:57,40.6203982,29.6059417
2025-06-01 11:12:10,40.6205987,29.6072592
2025-06-01 11:13:04,40.6201673,29.614605
2025-06-01 11:13:17,40.6203336,29.6151307
2025-06-01 11:14:09,40.6223077,29.6219006
2025-06-01 11:14:29,40.6227797,29.6237969
2025-06-01 11:14:43,40.6223425,29.6252346
2025-06-01 11:15:00,40.6221628,29.6262726
2025-06-01 11:15:17,40.6216532,29.6271148
2025-06-01 11:15:26,40.6211465,29.62713
2025-06-01 11:15:38,40.6205535,29.6275949
2025-06-01 11:15:48,40.6205964,29.6277022
2025-06-01 11:15:57,40.6202075,29.6279517
2025-06-01 11:16:12,40.6195126,29.6285117
2025-06-01 11:16:45,40.6176755,29.6310416
2025-06-01 11:17:22,40.6141146,29.6298989
2025-06-01 11:24:10,40.6289113,29.6855977
2025-06-01 11:24:14,40.6289154,29.6856631
2025-06-01 11:25:17,40.6315948,29.6930464
2025-06-01 11:27:43,40.641052,29.709967
2025-06-01 11:33:29,40.6589652,29.7546413
2025-06-01 11:34:29,40.6608667,29.7626869
2025-06-01 11:35:03,40.6615377,29.7662163
2025-06-01 11:35:14,40.6617017,29.7669707
2025-06-01 11:37:19,40.666312,29.7834662
2025-06-01 11:38:42,40.6706945,29.7933853
2025-06-01 11:39:29,40.6727546,29.7985241
2025-06-01 11:39:48,40.6737958,29.799909
2025-06-01 11:40:05,40.6743698,29.800965
2025-06-01 11:40:14,40.6746144,29.8013025
2025-06-01 11:40:44,40.676133,29.8042162
2025-06-01 11:40:56,40.6762932,29.8045269
2025-06-01 11:41:15,40.6774576,29.8062064
2025-06-01 11:42:02,40.6813149,29.8095029
2025-06-01 11:42:14,40.6816561,29.8099241
2025-06-01 11:42:45,40.6833292,29.812612
2025-06-01 11:43:42,40.6858947,29.8190934
2025-06-01 11:43:54,40.6864827,29.8201204
2025-06-01 11:44:13,40.6875229,29.8210359
2025-06-01 11:44:41,40.6892143,29.8226746
2025-06-01 11:46:14,40.6909944,29.8288244
2025-06-01 11:46:44,40.6917092,29.8305905
2025-06-01 11:47:13,40.6921352,29.8321714
2025-06-01 11:47:20,40.6921487,29.8323336
2025-06-01 11:47:37,40.6921538,29.8329664
2025-06-01 11:47:46,40.6921431,29.8330571
2025-06-01 11:47:59,40.692109,29.8336158
2025-06-01 11:48:20,40.6924071,29.8347679
2025-06-01 11:48:44,40.6928741,29.8360096
2025-06-01 11:48:58,40.6930381,29.8365815
2025-06-01 11:49:43,40.6926837,29.8393974
2025-06-01 11:50:08,40.692464,29.8409495
2025-06-01 11:50:19,40.6923073,29.8417391
2025-06-01 11:51:11,40.694604,29.8432672
2025-06-01 11:53:23,40.7003981,29.8491909
2025-06-01 11:53:44,40.7011312,29.8499047
2025-06-01 11:54:41,40.703423,29.8524906
2025-06-01 11:54:53,40.7033819,29.8534352
2025-06-01 11:55:13,40.7032456,29.8559934
2025-06-01 11:55:23,40.7032289,29.8561562
2025-06-01 11:55:36,40.7031785,29.8570062
2025-06-01 11:55:51,40.7031785,29.8578061
2025-06-01 11:55:52,40.703172,29.8580559
2025-06-01 11:56:08,40.7031031,29.8597697
2025-06-01 11:56:19,40.7030552,29.8609622
2025-06-01 11:56:39,40.7029417,29.8633141
2025-06-01 11:56:51,40.7028728,29.8647246
2025-06-01 11:57:05,40.7028106,29.8657637
2025-06-01 11:57:24,40.7027,29.8676491
2025-06-01 11:57:47,40.7026593,29.8703702
2025-06-01 11:57:55,40.7026404,29.8709706
2025-06-01 11:58:08,40.7031344,29.8717402
2025-06-01 11:58:43,40.7056157,29.8749106
2025-06-01 11:59:00,40.7063887,29.8756576
2025-06-01 11:59:15,40.7067423,29.879903
2025-06-01 11:59:21,40.7068905,29.8814754
2025-06-01 11:59:23,40.706938,29.8819764
2025-06-01 11:59:27,40.7070451,29.8831358
2025-06-01 11:59:30,40.7071189,29.8840411
2025-06-01 12:00:11,40.7082159,29.8953307
2025-06-01 12:00:26,40.7088246,29.8994169
2025-06-01 12:00:29,40.7090922,29.9003136
2025-06-01 12:00:31,40.7092268,29.9006571
2025-06-01 12:00:36,40.7094762,29.9014499
2025-06-01 12:00:40,40.7096933,29.9020182
2025-06-01 12:00:45,40.7099462,29.9027116
2025-06-01 12:00:47,40.7100884,29.9031342
2025-06-01 12:00:50,40.7102054,29.9035011
2025-06-01 12:00:50,40.7102287,29.9035901
2025-06-01 12:00:53,40.7103022,29.9039471
2025-06-01 12:00:56,40.7103985,29.9044014
2025-06-01 12:00:58,40.7104674,29.9047368
2025-06-01 12:01:17,40.7110822,29.907866
2025-06-01 12:01:19,40.7111544,29.9083058
2025-06-01 12:01:21,40.7112377,29.9088131
2025-06-01 12:01:22,40.7113021,29.9092052
2025-06-01 12:01:24,40.7113741,29.9096339
2025-06-01 12:01:25,40.7114412,29.9099694
2025-06-01 12:01:32,40.7119103,29.9118817
2025-06-01 12:01:40,40.7124145,29.9139416
2025-06-01 12:01:45,40.7125983,29.9152844
2025-06-01 12:01:50,40.7126887,29.9167427
2025-06-01 12:01:57,40.7127791,29.9188016
2025-06-01 12:02:03,40.7128457,29.9204231
2025-06-01 12:02:11,40.7129637,29.9226068
2025-06-01 12:02:13,40.7129946,29.9232527
2025-06-01 12:02:24,40.7135033,29.9261835
2025-06-01 12:02:26,40.7135888,29.926539
2025-06-01 12:02:31,40.7140244,29.9280942
2025-06-01 12:02:32,40.7140428,29.9281829
2025-06-01 12:02:47,40.715109,29.9320922
2025-06-01 12:02:48,40.715244,29.9324313
2025-06-01 12:02:49,40.7153813,29.9327237
2025-06-01 12:03:11,40.718826,29.9366023
2025-06-01 12:03:21,40.7203551,29.9385318
2025-06-01 12:03:24,40.7206937,29.9393025
2025-06-01 12:03:26,40.720402,29.9392014
2025-06-01 12:03:30,40.7208466,29.9389419
2025-06-01 12:03:43,40.7224236,29.9386149
2025-06-01 12:03:43,40.7225384,29.9386775
2025-06-01 12:03:57,40.7237936,29.9392428
2025-06-01 12:04:01,40.724478,29.9395877
2025-06-01 12:04:04,40.7248874,29.9397524
2025-06-01 12:05:03,40.7351374,29.9418222
2025-06-01 12:05:07,40.735884,29.9418082
2025-06-01 12:05:29,40.7396557,29.9424452
2025-06-01 12:05:39,40.7413332,29.9429099
2025-06-01 12:05:46,40.742469,29.9436318
2025-06-01 12:05:53,40.7435276,29.9443228
2025-06-01 12:06:04,40.7452994,29.9454362
2025-06-01 12:06:09,40.7461844,29.9460024
2025-06-01 12:06:23,40.7475871,29.9468536
2025-06-01 12:06:35,40.7494418,29.9480068
2025-06-01 12:07:20,40.7569473,29.9444211
2025-06-01 12:07:31,40.7583632,29.9427653
2025-06-01 12:07:36,40.7591131,29.9420548
2025-06-01 12:07:45,40.7604703,29.941285
2025-06-01 12:07:47,40.760892,29.9412401
2025-06-01 12:07:53,40.7618677,29.941178
2025-06-01 12:07:57,40.7625379,29.941124
2025-06-01 12:08:01,40.7632295,29.9410379
2025-06-01 12:08:03,40.763554,29.9410153
2025-06-01 12:08:10,40.7649197,29.9409136
2025-06-01 12:08:13,40.765358,29.9408123
2025-06-01 12:08:14,40.7655646,29.940732
2025-06-01 12:08:14,40.765616,29.940711
2025-06-01 12:08:16,40.7659503,29.9405957
2025-06-01 12:08:28,40.7680241,29.9404098
2025-06-01 12:08:30,40.7683638,29.9403717
2025-06-01 12:08:31,40.7685222,29.9403674
2025-06-01 12:08:32,40.7687502,29.9403506
2025-06-01 12:08:34,40.7690761,29.9402486
2025-06-01 12:08:43,40.7706069,29.9406338
2025-06-01 12:08:46,40.7710528,29.9406093
2025-06-01 12:08:47,40.7712823,29.9405696
2025-06-01 12:08:48,40.7715188,29.940515
2025-06-01 12:08:55,40.7726073,29.9402874
2025-06-01 12:09:01,40.7736709,29.9400195
2025-06-01 12:09:07,40.7746473,29.9400407
2025-06-01 12:09:08,40.7749629,29.9402101
2025-06-01 12:09:12,40.7755478,29.9405521
2025-06-01 12:09:16,40.7760708,29.9411822
2025-06-01 12:09:17,40.7761458,29.9412664
2025-06-01 12:09:18,40.7762115,29.941174
2025-06-01 12:09:19,40.7763769,29.9409729
2025-06-01 12:09:21,40.7764582,29.9407153
2025-06-01 12:09:23,40.7765392,29.9403795
2025-06-01 12:09:49,40.7779125,29.9378245
2025-06-01 12:09:59,40.7779919,29.9378535
2025-06-01 12:10:00,40.7781724,29.9378758
2025-06-01 12:10:01,40.7782757,29.9378737
2025-06-01 12:10:02,40.7782654,29.9377756
2025-06-01 12:10:04,40.7781865,29.9371779
2025-06-01 12:10:30,40.7808335,29.932324
2025-06-01 12:10:31,40.7809089,29.9322094
2025-06-01 12:10:32,40.7810335,29.9320467
2025-06-01 12:10:37,40.7818293,29.9314776
2025-06-01 12:10:38,40.7819245,29.93143
2025-06-01 12:10:40,40.7822585,29.9312677
2025-06-01 12:10:42,40.7826238,29.9310565
2025-06-01 12:10:42,40.7826817,29.9310129
2025-06-01 12:10:46,40.7831489,29.9305514
2025-06-01 12:10:53,40.7841553,29.9294373
2025-06-01 12:10:54,40.7842987,29.9293765
2025-06-01 12:11:01,40.7854903,29.9293957
2025-06-01 12:11:03,40.7858587,29.9294319
2025-06-01 12:11:32,40.7907137,29.9278731
2025-06-01 12:11:34,40.7911254,29.9275987
2025-06-01 12:11:35,40.7912127,29.9275397
2025-06-01 12:12:02,40.795497,29.9301252
2025-06-01 12:12:04,40.7958429,29.9300989
2025-06-01 12:12:16,40.7978223,29.9290472
2025-06-01 12:12:17,40.797963,29.9290489
2025-06-01 12:12:51,40.8027561,29.9337196
2025-06-01 12:13:20,40.8055941,29.9367762
2025-06-01 12:13:52,40.8109636,29.9384388
2025-06-01 12:14:07,40.8141356,29.938698
2025-06-01 12:14:08,40.8143102,29.938692
2025-06-01 12:15:26,40.8249661,29.9218099
